duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
703,medium,medium,low,94.4,100.0,75.6,69.7,75.0
61,medium,medium,low,17.3,39.1,29.4,31.2,13.4
269,high,medium,medium,57.3,62.1,40.4,41.1,42.3
124,low,medium,medium,9.9,25.4,17.9,17.4,10.4
435,low,medium,low,47.2,69.0,50.3,46.1,40.3
34,high,low,high,39.1,21.7,8.4,12.0,24.8
292,medium,medium,medium,45.0,54.0,36.0,35.0,35.5
158,high,high,high,34.0,35.1,17.4,19.5,26.7
572,medium,medium,medium,78.6,84.3,56.2,51.8,62.4
427,medium,medium,low,61.2,78.6,55.7,53.1,48.5
686,low,high,low,67.3,96.1,68.4,61.2,59.4
520,low,low,medium,67.4,68.2,46.4,41.2,53.4
120,high,high,low,29.4,56.0,39.6,42.2,23.0
173,low,high,medium,5.8,30.7,21.5,20.4,10.1
152,high,medium,medium,43.2,49.4,31.9,34.1,31.1
393,high,low,high,82.2,60.4,34.3,33.6,59.2
31,medium,low,medium,23.7,25.8,17.2,19.4,15.5
707,medium,low,medium,100.0,98.9,65.9,59.9,80.4
184,high,medium,medium,47.1,52.9,34.2,36.0,34.2
205,high,high,medium,39.6,55.1,35.8,37.3,31.2
583,low,low,high,75.0,60.0,36.0,30.0,59.5
600,low,high,medium,57.0,76.8,52.2,46.0,51.1
368,medium,high,low,44.2,72.2,51.5,49.6,37.8
39,high,high,low,19.7,47.2,33.8,37.3,15.2
66,low,low,high,12.9,4.1,0.0,0.0,9.8
344,medium,low,low,61.3,69.7,49.8,48.1,45.5
430,high,high,high,66.6,64.4,37.0,35.8,52.8
396,high,high,low,62.5,85.8,59.5,58.8,49.5
242,high,medium,high,54.0,44.1,23.4,24.5,39.7
258,high,medium,low,56.0,70.9,49.6,50.5,41.3
428,high,medium,medium,76.4,79.2,51.8,50.7,57.6
729,medium,medium,low,97.5,100.0,77.5,71.2,77.5
604,high,medium,low,97.5,100.0,74.5,71.2,74.5
677,medium,medium,low,91.2,100.0,73.7,68.1,72.5
71,low,high,medium,0.0,19.7,14.1,14.3,0.3
269,medium,medium,low,42.3,61.6,44.4,43.6,33.3
522,medium,medium,medium,72.6,78.9,52.6,48.8,57.6
328,high,low,high,74.4,53.4,29.6,29.7,53.0
122,high,medium,high,39.6,31.2,14.8,17.3,28.2
49,high,high,low,20.9,48.3,34.5,37.9,16.2
354,high,low,medium,77.5,71.2,46.5,46.2,55.5
715,medium,high,high,85.8,84.7,51.5,45.4,71.1
267,low,medium,low,27.0,50.8,38.2,36.0,24.1
348,low,low,high,46.8,34.6,19.1,15.9,36.9
550,high,low,low,100.0,100.0,70.6,68.0,74.3
149,low,medium,high,12.9,13.1,4.7,3.9,12.8
479,low,medium,low,52.5,73.7,53.5,48.7,44.5
217,low,low,high,31.0,20.4,9.6,8.0,24.3
456,high,medium,low,79.7,92.2,63.8,62.4,60.3
305,low,medium,medium,31.6,44.9,31.0,28.3,27.8
399,medium,medium,high,57.9,50.6,28.7,26.4,45.8
362,high,medium,medium,68.4,72.1,47.1,46.7,51.3
367,medium,low,medium,64.0,62.1,41.4,39.5,47.7
272,high,low,medium,67.6,62.4,40.6,41.3,47.6
242,medium,medium,medium,39.0,48.6,32.4,32.0,30.7
182,low,high,high,6.8,16.7,7.1,5.9,11.0
728,high,high,high,100.0,96.6,58.4,53.7,81.4
568,medium,low,medium,88.2,83.8,55.9,51.6,67.0
373,medium,low,low,64.8,72.8,51.9,49.9,48.3
326,medium,medium,medium,49.1,57.7,38.5,37.1,38.8
247,medium,medium,low,39.6,59.2,42.8,42.3,31.2
213,medium,low,high,45.6,30.5,15.3,15.3,32.9
155,high,medium,low,43.6,59.7,42.2,44.3,31.4
422,high,low,high,85.6,63.6,36.4,35.3,62.0
251,low,low,low,35.1,49.1,37.1,35.1,27.6
683,low,high,medium,67.0,85.8,58.2,51.0,59.1
659,low,medium,high,74.1,68.2,41.4,34.5,61.8
448,high,medium,medium,78.8,81.4,53.3,51.9,59.5
468,low,high,medium,41.2,62.5,42.7,38.1,38.4
583,medium,high,low,70.0,95.5,67.0,62.5,58.5
539,high,low,high,99.7,76.2,44.8,42.3,73.2
687,high,low,medium,100.0,100.0,70.5,66.2,87.5
274,high,low,medium,67.9,62.6,40.7,41.4,47.8
123,high,high,low,29.8,56.3,39.9,42.4,23.3
110,medium,low,high,33.2,19.4,7.9,9.1,23.1
574,medium,medium,medium,78.9,84.5,56.3,51.9,62.6
328,high,high,high,54.4,53.4,29.6,29.7,43.0
35,high,high,low,19.2,46.8,33.5,37.1,14.9
589,low,high,medium,55.7,75.6,51.4,45.3,50.0
582,medium,low,low,89.8,95.4,66.9,62.4,68.4
375,medium,low,high,65.0,48.0,27.0,25.0,48.5
365,low,low,medium,48.8,51.4,35.3,31.9,38.5
641,medium,high,low,76.9,100.0,71.2,66.0,64.0
600,low,high,high,57.0,61.8,37.2,31.0,51.1
349,low,medium,low,36.9,59.7,44.1,40.9,32.0
463,high,high,medium,70.6,83.0,54.3,52.8,55.9
593,medium,medium,medium,81.2,86.5,57.7,53.1,64.4
503,high,low,high,95.4,72.3,42.2,40.2,69.8
106,low,low,high,17.7,8.4,1.6,1.4,13.7
75,medium,medium,medium,19.0,30.6,20.4,22.0,14.7
717,medium,high,low,86.0,100.0,76.6,70.5,71.3
639,low,low,high,81.7,66.0,40.0,33.3,64.8
218,low,medium,high,21.2,20.5,9.7,8.1,19.4
730,high,low,low,100.0,100.0,83.6,78.8,91.6
691,high,low,low,100.0,100.0,80.8,76.5,87.8
534,low,medium,low,59.1,79.7,57.4,52.0,49.8
33,medium,high,medium,4.0,26.1,17.4,19.5,5.7
580,high,low,medium,100.0,95.6,62.8,59.8,77.2
56,medium,medium,medium,16.7,28.5,19.0,20.9,12.9
653,low,medium,high,73.4,67.5,41.0,34.2,61.2
139,high,high,high,31.7,33.0,16.0,18.3,24.8
729,medium,medium,high,97.5,86.2,52.5,46.2,77.5
301,low,low,medium,41.1,44.5,30.7,28.1,32.4
703,low,low,low,89.4,97.9,69.6,62.2,71.0
454,low,high,low,39.5,71.0,51.7,47.2,37.1
295,low,low,medium,40.4,43.9,30.2,27.7,31.8
166,low,high,low,4.9,39.9,31.0,30.0,9.4
141,high,medium,medium,41.9,48.2,31.2,33.5,30.0
401,low,medium,medium,43.1,55.3,37.9,34.1,37.0
425,low,medium,low,46.0,67.9,49.6,45.5,39.3
65,medium,high,low,7.8,39.5,29.7,31.4,8.7
270,medium,low,high,52.4,36.7,19.4,18.7,38.4
220,high,low,low,61.4,66.8,46.8,48.2,42.6
271,high,low,medium,67.5,62.3,40.5,41.3,47.5
501,medium,medium,medium,70.1,76.6,51.1,47.6,55.6
586,high,low,medium,100.0,96.3,63.2,60.2,77.8
199,high,high,high,38.9,39.5,20.3,21.9,30.6
625,low,low,medium,80.0,79.5,54.0,47.5,63.5
311,medium,high,high,37.3,41.1,22.4,21.2,32.4
635,low,low,medium,81.2,80.6,54.7,48.1,64.5
221,medium,high,high,26.5,31.4,15.9,15.8,23.7
281,low,low,medium,38.7,42.3,29.2,26.9,30.5
446,medium,low,low,73.5,80.7,57.1,54.3,55.3
58,medium,low,medium,27.0,28.8,19.2,21.0,18.1
188,low,low,high,27.6,17.3,7.5,6.3,21.5
237,high,medium,medium,53.4,58.6,38.1,39.2,39.3
639,medium,medium,low,86.7,100.0,71.0,65.8,68.8
213,medium,medium,medium,35.6,45.5,30.3,30.3,27.9
293,high,high,medium,50.2,64.6,42.1,42.6,39.6
82,low,high,low,0.0,30.9,24.9,24.9,1.4
616,low,high,medium,58.9,78.5,53.4,47.0,52.6
377,medium,low,high,65.2,48.2,27.1,25.1,48.7
644,medium,high,medium,77.3,92.1,61.4,56.1,64.3
196,medium,low,low,43.5,53.7,39.1,39.3,31.3
305,high,low,medium,71.6,65.9,43.0,43.3,50.8
66,low,high,high,0.0,4.1,0.0,0.0,0.0
279,low,high,medium,18.5,42.1,29.1,26.7,20.3
369,high,medium,low,69.3,82.9,57.6,57.1,51.9
680,low,low,low,86.6,95.4,68.0,60.8,68.8
306,medium,medium,medium,46.7,55.5,37.0,35.9,36.9
630,low,high,low,60.6,90.0,64.4,57.8,54.0
322,low,medium,high,33.6,31.8,17.2,14.3,29.4
346,low,low,high,46.5,34.4,18.9,15.8,36.7
314,high,medium,medium,62.7,66.9,43.6,43.8,46.6
585,high,high,high,85.2,81.2,48.1,45.1,67.7
219,low,low,high,31.3,20.7,9.8,8.1,24.5
629,high,high,high,90.5,85.9,51.3,47.7,71.9
144,medium,low,high,37.3,23.1,10.4,11.1,26.3
236,low,low,medium,33.3,37.5,26.0,24.2,26.2
526,high,medium,low,88.1,99.8,68.9,66.6,67.0
336,low,low,low,45.3,58.3,43.2,40.2,35.8
496,low,medium,high,54.5,50.6,29.7,24.8,46.1
215,low,low,medium,30.8,35.2,24.5,22.9,24.1
186,high,medium,low,47.3,63.1,44.4,46.2,34.4
501,medium,medium,low,70.1,86.6,61.1,57.6,55.6
534,low,medium,high,59.1,54.7,32.4,27.0,49.8
196,low,low,high,28.5,18.2,8.1,6.8,22.3
647,medium,low,medium,97.6,92.4,61.6,56.3,74.6
276,low,medium,medium,28.1,41.8,28.9,26.6,25.0
350,medium,low,high,62.0,45.3,25.2,23.5,46.1
353,low,medium,high,37.4,35.1,19.4,16.2,32.4
236,medium,high,low,28.3,58.0,42.0,41.7,25.2
448,low,high,medium,38.8,60.4,41.3,36.9,36.5
627,medium,low,high,95.2,75.2,45.1,40.1,72.7
251,low,low,low,35.1,49.1,37.1,35.1,27.6
155,high,low,medium,53.6,49.7,32.2,34.3,36.4
513,high,low,high,96.6,73.4,42.9,40.8,70.7
524,high,low,low,97.9,99.6,68.7,66.4,71.8
416,low,low,low,54.9,66.9,49.0,45.0,43.4
312,medium,medium,medium,47.4,56.2,37.5,36.2,37.5
435,high,high,medium,67.2,80.0,52.3,51.1,53.3
36,low,medium,medium,0.0,15.9,11.6,12.2,2.0
414,low,low,low,54.7,66.7,48.8,44.8,43.2
236,high,low,medium,63.3,58.5,38.0,39.2,44.2
367,low,high,low,29.0,61.6,45.4,42.0,28.7
587,low,low,medium,75.4,75.4,51.3,45.2,59.9
584,low,low,low,75.1,85.1,61.0,55.0,59.6
323,low,medium,medium,33.8,46.9,32.3,29.4,29.5
401,medium,low,high,68.1,50.8,28.9,26.6,51.0
257,high,low,medium,65.8,60.8,39.5,40.4,46.2
566,low,high,high,52.9,58.1,34.8,29.0,47.8
572,low,medium,high,63.6,58.8,35.2,29.3,53.4
542,medium,medium,medium,75.0,81.0,54.0,50.0,59.5
290,medium,medium,high,44.8,38.8,20.9,19.9,35.3
685,high,low,high,100.0,92.0,55.3,51.1,87.3
503,high,high,medium,75.4,87.3,57.2,55.2,59.8
490,low,low,medium,63.8,64.9,44.3,39.4,50.5
219,low,high,high,11.3,20.7,9.8,8.1,14.5
168,high,low,high,55.2,36.1,18.1,20.1,37.6
367,low,high,low,29.0,61.6,45.4,42.0,28.7
319,low,medium,low,33.3,56.5,42.0,39.1,29.1
255,high,medium,high,55.6,45.5,24.4,25.3,41.0
408,high,medium,low,74.0,87.1,60.4,59.5,55.7
707,medium,high,low,84.8,100.0,75.9,69.9,70.4
292,low,medium,medium,30.0,43.5,30.0,27.5,26.5
582,high,medium,high,94.8,80.9,47.9,44.9,72.4
718,high,high,low,100.0,100.0,82.7,78.1,80.4
444,medium,medium,medium,63.3,70.5,47.0,44.1,50.1
553,medium,low,medium,86.4,82.2,54.8,50.7,65.6
448,low,high,medium,38.8,60.4,41.3,36.9,36.5
34,medium,low,high,24.1,11.2,2.4,4.5,15.8
107,high,low,medium,47.8,44.6,28.7,31.4,31.8
293,high,high,low,50.2,74.6,52.1,52.6,39.6
166,medium,medium,high,29.9,25.4,12.0,12.5,23.4
377,low,low,medium,50.2,52.7,36.1,32.6,39.7
724,low,low,low,91.9,100.0,71.1,63.4,73.0
467,medium,high,low,56.0,82.9,58.6,55.5,47.3
57,low,high,medium,0.0,18.2,13.1,13.4,0.0
479,high,low,high,92.5,69.7,40.5,38.7,67.5
101,medium,low,high,32.1,18.4,7.3,8.6,22.2
593,medium,medium,low,81.2,96.5,67.7,63.1,64.4
524,high,medium,medium,87.9,89.6,58.7,56.4,66.8
530,high,medium,high,88.6,75.2,44.2,41.8,67.4
521,medium,medium,low,72.5,88.8,62.5,58.8,57.5
94,medium,low,medium,31.3,32.7,21.8,23.1,21.5
547,high,high,high,80.6,77.1,45.4,42.8,64.0
98,high,high,medium,26.8,43.6,28.1,30.9,20.9
451,low,low,medium,59.1,60.7,41.5,37.1,46.8
452,medium,medium,high,64.2,56.3,32.5,29.6,50.9
550,medium,low,medium,86.0,81.9,54.6,50.5,65.3
317,medium,medium,low,48.0,66.7,47.8,46.5,37.9
484,medium,high,medium,58.1,74.8,49.8,46.5,49.0
425,medium,low,high,71.0,53.4,30.6,28.0,53.3
492,medium,medium,high,69.0,60.6,35.4,32.0,54.7
535,high,low,high,99.2,75.8,44.5,42.1,72.9
397,medium,high,high,47.6,50.4,28.6,26.3,40.6
203,medium,high,low,24.4,54.4,39.6,39.7,22.0
446,low,low,medium,58.5,60.2,41.1,36.8,46.3
145,low,medium,low,12.4,37.7,29.4,28.7,12.4
130,low,low,high,20.6,11.0,3.4,2.8,16.0
601,low,medium,medium,67.1,76.9,52.3,46.1,56.2
53,low,medium,medium,1.4,17.7,12.8,13.2,3.6
550,high,low,high,100.0,77.4,45.6,43.0,74.3
491,high,low,low,93.9,96.0,66.4,64.5,68.6
599,high,high,high,86.9,82.7,49.1,45.9,69.0
489,high,low,low,93.7,95.8,66.2,64.3,68.4
119,high,high,medium,29.3,45.9,29.6,32.1,22.9
234,medium,low,medium,48.1,47.8,31.8,31.5,35.0
143,high,low,high,52.2,33.4,16.3,18.6,35.2
231,medium,medium,low,37.7,57.4,41.6,41.4,29.7
487,low,medium,medium,53.4,64.6,44.1,39.2,45.3
424,high,medium,low,75.9,88.8,61.5,60.4,57.2
193,medium,high,high,23.2,28.3,13.9,14.1,21.0
692,low,high,high,68.0,71.7,43.8,36.5,59.9
396,high,medium,medium,72.5,75.8,49.5,48.8,54.5
640,low,medium,high,71.8,66.1,40.1,33.4,59.9
398,medium,high,low,47.8,75.5,53.7,51.4,40.7
561,medium,low,low,87.3,93.1,65.4,61.2,66.4
231,low,low,high,32.7,21.9,10.6,8.9,25.7
356,medium,low,low,62.7,70.9,50.6,48.9,46.7
434,low,low,medium,57.1,58.9,40.2,36.0,45.2
303,high,medium,high,61.4,50.7,27.8,28.2,45.6
396,high,low,high,82.5,60.8,34.5,33.8,59.5
663,low,low,medium,84.6,83.6,56.7,49.8,67.1
285,medium,medium,medium,44.2,53.3,35.5,34.6,34.9
69,medium,high,low,8.3,40.0,30.0,31.6,9.1
170,low,high,medium,5.4,30.4,21.2,20.2,9.8
448,medium,medium,medium,63.8,70.9,47.3,44.4,50.5
496,medium,high,high,59.5,61.1,35.7,32.3,50.1
527,high,high,high,78.2,74.9,43.9,41.6,62.1
260,medium,low,low,51.2,60.6,43.7,43.1,37.5
49,medium,high,low,5.9,37.8,28.5,30.4,7.2
581,low,low,high,74.7,59.7,35.8,29.9,59.3
709,low,low,medium,90.1,88.6,60.0,52.5,71.6
557,high,medium,high,91.8,78.2,46.1,43.4,70.0
570,medium,medium,low,78.4,94.1,66.0,61.7,62.2
299,medium,low,medium,55.9,54.8,36.5,35.4,41.2
489,low,medium,high,53.7,49.8,29.2,24.3,45.4
107,medium,high,low,12.8,44.1,32.7,33.9,12.8
642,medium,low,high,97.0,76.8,46.2,41.0,74.1
144,medium,low,high,37.3,23.1,10.4,11.1,26.3
632,high,medium,high,100.0,86.3,51.5,47.9,77.2
125,medium,low,medium,35.0,36.0,24.0,25.0,24.5
255,high,low,high,65.6,45.5,24.4,25.3,46.0
98,medium,low,medium,31.8,33.1,22.1,23.4,21.9
437,medium,medium,high,62.4,54.7,31.5,28.7,49.5
153,high,low,medium,53.4,49.5,32.0,34.2,36.2
178,medium,low,medium,41.4,41.7,27.8,28.2,29.6
263,high,high,low,46.6,71.4,49.9,50.8,36.7
351,low,high,high,27.1,34.9,19.3,16.1,27.2
135,high,low,medium,51.2,47.6,30.7,33.1,34.5
114,high,high,low,28.7,55.3,39.2,41.8,22.4
395,medium,medium,medium,57.4,65.2,43.4,41.2,45.4
84,medium,low,low,30.1,41.6,31.0,32.5,20.6
79,medium,low,high,29.5,16.0,5.7,7.2,20.1
177,medium,medium,low,31.2,51.6,37.7,38.1,24.5
400,medium,medium,high,58.0,50.7,28.8,26.5,45.9
170,low,high,low,5.4,40.4,31.2,30.2,9.8
662,medium,high,low,79.4,100.0,72.7,67.2,66.1
166,medium,low,high,39.9,25.4,12.0,12.5,28.4
360,medium,low,medium,63.2,61.4,40.9,39.1,47.1
146,high,high,low,32.5,58.8,41.5,43.8,25.5
429,low,low,high,56.5,43.3,24.9,20.7,44.7
329,medium,high,low,39.5,68.0,48.7,47.2,34.1
547,medium,high,low,65.6,91.6,64.4,60.3,55.0
405,medium,high,medium,48.6,66.2,44.2,41.8,41.4
123,low,medium,low,9.8,35.3,27.9,27.4,10.3
698,low,low,low,88.8,97.4,69.3,61.9,70.5
200,medium,high,high,24.0,29.1,14.4,14.5,21.7
66,low,medium,medium,2.9,19.1,13.8,14.0,4.8
567,high,medium,high,93.0,79.2,46.8,44.0,70.9
483,low,medium,low,53.0,74.2,53.8,49.0,44.9
216,high,high,medium,40.9,56.3,36.6,38.0,32.2
413,high,low,medium,84.6,77.6,50.7,49.8,61.1
694,high,medium,medium,100.0,100.0,71.0,66.6,83.1
75,low,medium,high,4.0,5.1,0.0,0.0,5.7
128,high,medium,high,40.4,31.8,15.2,17.7,28.8
647,medium,low,medium,97.6,92.4,61.6,56.3,74.6
643,low,low,low,82.2,91.4,65.3,58.6,65.2
722,low,medium,medium,81.6,90.0,61.0,53.3,67.8
164,high,low,medium,54.7,50.7,32.8,34.8,37.2
329,high,low,low,74.5,78.5,54.7,54.7,53.1
234,low,low,medium,33.1,37.3,25.8,24.0,26.0
410,high,low,low,84.2,87.3,60.5,59.6,60.9
215,high,high,medium,40.8,56.2,36.5,37.9,32.1
481,medium,low,low,77.7,84.4,59.6,56.4,58.7
292,medium,medium,low,45.0,64.0,46.0,45.0,35.5
196,high,high,medium,38.5,54.2,35.1,36.8,30.3
716,low,medium,high,80.9,74.3,45.6,38.0,67.2
59,high,high,medium,22.1,39.4,25.2,28.5,17.2
704,low,high,high,69.5,73.0,44.7,37.2,61.1
523,medium,high,high,62.8,64.0,37.7,33.9,52.7
372,low,low,low,49.6,62.2,45.8,42.3,39.2
428,high,low,low,86.4,89.2,61.8,60.7,62.6
375,high,high,low,60.0,83.5,58.0,57.5,47.5
610,medium,medium,medium,83.2,88.4,58.9,54.1,66.1
237,high,low,high,63.4,43.6,23.1,24.2,44.3
68,medium,medium,low,18.2,39.8,29.9,31.6,14.0
715,high,medium,high,100.0,95.2,57.5,52.9,85.1
673,low,high,medium,65.8,84.7,57.5,50.4,58.1
649,medium,high,low,77.9,100.0,71.7,66.4,64.8
206,high,medium,medium,49.7,55.2,35.8,37.4,36.3
671,low,high,medium,65.5,84.5,57.3,50.3,57.9
622,high,low,medium,100.0,100.0,65.8,62.3,81.2
274,high,low,low,67.9,72.6,50.7,51.4,47.8
713,low,low,high,90.6,74.0,45.3,37.8,71.9
358,medium,medium,low,53.0,71.2,50.8,49.0,41.9
308,medium,low,low,57.0,65.8,47.2,46.0,42.1
540,medium,high,low,64.8,90.8,63.9,59.9,54.3
363,low,medium,low,38.6,61.2,45.1,41.8,33.3
166,low,medium,low,14.9,39.9,31.0,30.0,14.4
443,low,low,medium,58.2,59.8,40.9,36.6,46.0
627,medium,medium,medium,85.2,90.2,60.1,55.1,67.7
440,low,high,high,37.8,44.5,25.7,21.4,35.7
588,low,low,low,75.6,85.5,61.3,55.3,59.9
717,medium,high,low,86.0,100.0,76.6,70.5,71.3
528,high,low,medium,98.4,90.0,59.0,56.7,72.2
258,low,medium,medium,26.0,39.9,27.6,25.5,23.3
185,high,high,low,37.2,63.0,44.3,46.1,29.3
267,low,high,medium,17.0,40.8,28.2,26.0,19.1
74,low,medium,low,3.9,30.0,24.3,24.4,5.6
82,medium,high,low,9.8,41.4,30.9,32.4,10.4
678,low,medium,medium,76.4,85.2,57.8,50.7,63.6
163,high,medium,medium,44.6,50.6,32.7,34.8,32.1
489,medium,low,medium,78.7,75.3,50.2,46.8,59.4
667,high,high,medium,95.0,100.0,69.0,65.0,75.5
729,high,high,high,100.0,96.7,58.5,53.7,81.5
630,high,medium,low,100.0,100.0,76.4,72.8,77.0
536,high,low,medium,99.3,90.9,59.6,57.2,73.0
396,medium,low,low,67.5,75.3,53.5,51.3,50.5
412,medium,low,low,69.4,77.0,54.7,52.2,52.1
622,medium,high,high,74.6,74.7,44.8,39.8,62.2
116,medium,medium,low,23.9,45.0,33.4,34.5,18.6
609,low,low,medium,78.1,77.8,52.8,46.5,62.0
494,low,low,high,64.3,50.4,29.6,24.6,50.9
224,medium,high,low,26.9,56.7,41.1,40.9,24.0
635,high,medium,high,100.0,86.6,51.7,48.1,77.5
277,medium,medium,medium,43.2,52.4,34.9,34.1,34.1
559,low,high,low,52.1,82.4,59.2,53.5,47.2
693,medium,low,medium,100.0,97.3,64.9,59.1,79.0
440,low,high,low,37.8,69.5,50.7,46.4,35.7
250,low,medium,low,25.0,49.0,37.0,35.0,22.5
713,low,high,low,70.6,99.0,70.3,62.8,61.9
688,high,high,low,97.6,100.0,80.5,76.3,77.5
383,low,high,high,31.0,38.4,21.6,18.0,30.3
616,high,medium,high,98.9,84.5,50.4,47.0,75.6
114,high,medium,high,38.7,30.3,14.2,16.8,27.4
671,medium,high,low,80.5,100.0,73.3,67.8,66.9
451,medium,high,medium,54.1,71.2,47.5,44.6,45.8
535,medium,low,high,84.2,65.3,38.5,34.6,63.9
383,high,high,low,61.0,84.4,58.6,58.0,48.3
169,low,high,medium,5.3,30.3,21.2,20.1,9.7
146,high,low,medium,52.5,48.8,31.5,33.8,35.5
696,high,low,high,100.0,93.2,56.1,51.8,88.3
540,medium,high,low,64.8,90.8,63.9,59.9,54.3
65,high,low,medium,42.8,40.0,25.7,28.9,27.7
687,medium,high,low,82.4,100.0,74.5,68.7,68.5
173,high,medium,low,45.8,61.7,43.5,45.4,33.1
362,low,low,low,48.4,61.1,45.1,41.7,38.3
600,medium,medium,high,82.0,72.3,43.2,38.5,65.1
475,high,low,high,92.0,69.3,40.2,38.5,67.1
384,high,low,high,81.1,59.5,33.6,33.0,58.4
627,low,low,high,80.2,64.7,39.1,32.6,63.7
57,low,high,low,0.0,28.2,23.1,23.4,0.0
536,high,low,medium,99.3,90.9,59.6,57.2,73.0
671,medium,low,low,100.0,100.0,73.3,67.8,76.9
178,medium,medium,low,31.4,51.7,37.8,38.2,24.6
661,medium,low,low,99.3,100.0,72.6,67.2,76.0
107,medium,high,high,12.8,19.1,7.7,8.9,12.8
363,low,low,medium,48.6,51.2,35.1,31.8,38.3
728,medium,low,medium,100.0,100.0,67.4,61.2,82.4
317,medium,low,high,58.0,41.7,22.8,21.5,42.9
81,medium,medium,medium,19.7,31.2,20.8,22.4,15.3
684,high,medium,medium,100.0,100.0,70.2,66.0,82.2
444,high,low,low,88.3,91.0,63.0,61.6,64.1
560,medium,high,medium,67.2,83.0,55.3,51.1,56.3
480,high,high,medium,72.6,84.8,55.6,53.8,57.6
383,low,medium,high,41.0,38.4,21.6,18.0,35.3
575,medium,high,medium,69.0,84.6,56.4,52.0,57.7
429,medium,low,medium,71.5,68.8,45.9,43.2,53.7
166,medium,medium,medium,29.9,40.4,27.0,27.5,23.4
514,low,low,medium,66.7,67.5,46.0,40.8,52.8
711,high,high,high,100.0,94.8,57.2,52.7,79.8
300,medium,medium,medium,46.0,54.9,36.6,35.5,36.3
649,medium,low,low,97.9,100.0,71.7,66.4,74.8
454,high,high,high,69.5,67.0,38.7,37.2,55.1
689,medium,low,medium,100.0,96.9,64.6,58.8,78.6
685,high,high,medium,97.2,100.0,70.3,66.1,77.3
490,low,low,high,63.8,49.9,29.3,24.4,50.5
495,medium,medium,high,69.4,61.0,35.6,32.2,55.0
465,low,medium,high,50.8,47.2,27.5,22.9,43.1
220,low,medium,low,21.4,45.8,34.8,33.2,19.6
441,low,medium,high,47.9,44.6,25.8,21.5,40.8
567,low,medium,low,63.0,83.2,59.8,54.0,52.9
326,medium,low,medium,59.1,57.7,38.5,37.1,43.8
348,high,low,high,76.8,55.6,31.1,30.9,54.9
662,low,high,medium,64.4,83.5,56.7,49.7,57.1
658,high,high,medium,94.0,100.0,68.4,64.5,74.7
644,high,high,high,92.3,87.6,52.4,48.6,73.3
632,medium,high,high,75.8,75.8,45.5,40.4,63.2
608,low,low,medium,78.0,77.7,52.8,46.5,61.9
385,medium,low,high,66.2,49.1,27.7,25.6,49.5
131,high,high,low,30.7,57.1,40.4,42.9,24.1
242,low,medium,low,24.0,48.1,36.4,34.5,21.7
666,medium,medium,low,89.9,100.0,73.0,67.5,71.4
319,high,low,low,73.3,77.5,54.0,54.1,52.1
48,medium,medium,medium,15.8,27.7,18.5,20.4,12.1
192,medium,medium,medium,33.0,43.2,28.8,29.0,25.9
177,low,high,medium,6.2,31.1,21.7,20.6,10.5
228,low,medium,high,22.4,21.6,10.4,8.7,20.4
472,low,low,high,61.6,48.0,28.0,23.3,48.8
646,low,low,low,82.5,91.8,65.5,58.8,65.5
283,medium,high,high,34.0,38.1,20.4,19.5,29.7
489,high,low,low,93.7,95.8,66.2,64.3,68.4
608,medium,medium,low,83.0,98.2,68.8,64.0,65.9
446,high,low,low,88.5,91.2,63.1,61.8,64.3
560,medium,low,high,87.2,68.0,40.3,36.1,66.3
250,medium,low,low,50.0,59.5,43.0,42.5,36.5
37,high,medium,medium,29.4,37.0,23.7,27.2,20.1
449,medium,low,low,73.9,81.0,57.3,54.4,55.6
216,low,medium,high,20.9,20.3,9.6,8.0,19.2
418,high,low,high,85.2,63.1,36.1,35.1,61.6
149,high,medium,high,42.9,34.1,16.7,18.9,30.8
583,high,low,high,100.0,81.0,48.0,45.0,77.5
562,high,low,low,100.0,100.0,71.5,68.7,75.5
710,high,high,low,100.0,100.0,82.1,77.6,79.7
46,high,low,high,40.5,23.0,9.3,12.8,25.9
603,high,medium,high,97.4,83.1,49.4,46.2,74.4
410,low,low,high,54.2,41.3,23.5,19.6,42.9
56,low,medium,medium,1.7,18.0,13.0,13.4,3.9
607,low,high,high,57.8,62.6,37.7,31.4,51.8
386,high,high,low,61.3,84.7,58.8,58.2,48.6
141,low,high,low,1.9,37.2,29.2,28.5,7.0
273,low,medium,high,27.8,26.5,13.7,11.4,24.7
437,low,high,high,37.4,44.2,25.5,21.2,35.5
118,medium,low,low,34.2,45.2,33.5,34.6,23.8
196,low,low,medium,28.5,33.2,23.1,21.8,22.3
692,medium,low,low,100.0,100.0,74.8,69.0,78.9
166,high,low,high,54.9,35.9,18.0,20.0,37.4
44,low,medium,low,0.3,26.8,22.2,22.6,2.7
608,high,high,medium,88.0,98.7,64.8,61.5,69.9
542,medium,high,high,65.0,66.0,39.0,35.0,54.5
528,medium,low,low,83.4,89.5,63.0,59.2,63.2
170,high,high,high,35.4,36.4,18.2,20.2,27.8
474,high,high,high,71.9,69.2,40.1,38.4,57.0
378,high,low,high,80.4,58.8,33.2,32.7,57.8
703,medium,medium,high,94.4,83.4,50.6,44.7,75.0
72,high,high,medium,23.6,40.8,26.2,29.3,18.4
646,low,high,high,62.5,66.8,40.5,33.8,55.5
414,low,medium,high,44.7,41.7,23.8,19.8,38.2
